id,name,evo_from_id,image,weight,height,type
163,โยรุโนะซึคุ,162,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1474f0bc26dd822d6e7c6e036212d47856c4f6b3.png,40.8,1.6,ปกติ บิน
164,เรดิบา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1b93a345075dcdb2bcf109109091ec89017499bd.png,10.8,1,แมลง บิน
165,เรเดียน,164,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/cf4a7eaae610d99301c26247fc5410e0d6f65492.png,35.6,1.4,แมลง บิน
166,อิโตมารุ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/eb659a48ac9c0cd70b8c1604a1831068402c0ff5.png,8.5,0.5,แมลง พิษ
167,อาริอาโดส,166,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d7496c91016058c7cf89b16f67369dd72f09d2fd.png,33.5,1.1,แมลง พิษ
168,โครแบท,167,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7d16cd4b1acee855ff05899612f63baca173fbf4.png,75,1.8,พิษ บิน
169,ชอนชี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/527a66fcd0837797a294a464bf3f07a9904dbc69.png,12,0.5,น้ำ ไฟฟ้า
170,แลนเทอร์น,169,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7bfc27e022e6cc7c43064f90fa255d861bc4bdae.png,22.5,1.2,น้ำ ไฟฟ้า
171,พิชู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/224892b2e43c31d5666f73bc6116d0e5719293d2.png,2,0.3,ไฟฟ้า
172,ปี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f8d9a9ab1fb0acb4e56272cfe3f208c155724f98.png,3,0.3,แฟรี่
173,พูพูริน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7f25f2cc2cea32c62707b06517bb5f5a5626673f.png,1,0.3,ปกติ แฟรี่
174,โทเกปี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e724713a13271ef531f5410da782e24f729cb6d6.png,1.5,0.3,แฟรี่
175,โทเกชิก,174,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/13880fa450aae3e32c35ae82cfed342ee3c5129b.png,3.2,0.6,แฟรี่ บิน
176,เนที,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/cca7a5df3cb9a3a93487b80927eee7ea96175272.png,2,0.2,พลังจิต บิน
177,เนทิโอ,176,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/829f17e8a869f9c559949d640296af27dd9b223e.png,15,1.5,พลังจิต บิน
178,เมรีป,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/af9b687d23dbe6c6c9d2bf77b099de1a2ed22a09.png,7.8,0.6,ไฟฟ้า
179,โมโคโค,178,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/da7b76fa5088c88d99b8d1c55ca7d3a670fcd9a4.png,13.3,0.8,ไฟฟ้า
180,เด็นริว,179,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/51eb2421ee1151aeab3ea709e5011f5746aa133e.png,61.5,1.4,ไฟฟ้า
181,คิเรอิฮานะ,180,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9b1e56153094b9d1db297f7a60e90b7c3a82349f.png,5.8,0.4,หญ้า
182,มาริล,181,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8f3081ec95ca6c89a77bee5c6ddfa2623daf5cb7.png,8.5,0.4,น้ำ แฟรี่
183,มาริลลิ,182,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3ca1ab344f1f2e9c537268a453a03d2fcaa9f74a.png,28.5,0.8,น้ำ แฟรี่
184,อุซกกี,183,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/56ae9d96bbe5821b94578796607927b1ee453782.png,38,1.2,หิน
185,เนียวโรโทโนะ ,184,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4b33c4f3411bb63fc80d5d149c64b1621a689e36.png,33.9,1.1,น้ำ
186,ฮาเน็กโกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a6cd03cedc410612756b9e0674ed1b9cc9c88815.png,0.5,0.4,หญ้า บิน
187,โพพ็อกโกะ,186,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4fefde6b87731c8092588625553e2fa78805d395.png,1,0.6,หญ้า บิน
188,วาทักโกะ,187,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0b39f16b54ea23e7d81701cfefbca79bd9f935cb.png,3,0.8,หญ้า บิน
189,เอย์แพม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2c8d12e9405757e28a53864b566cead59010c7a0.png,11.5,0.8,ปกติ
190,ฮิมานัทส์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bcbac805591444c0cc4d1c992f6573fc5b9ded8e.png,1.8,0.3,หญ้า
191,คิมาวาริ,190,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a03119d2d01d0a0372e42635fe171fb85051ebd9.png,8.5,0.8,หญ้า
192,ยันยันมา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0f208d632c75fbc248446209cd1e82b74a082dd7.png,38,1.2,แมลง บิน
193,อูปา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/89bb8a79aa81cb47b5e221c14d9d808603ebf2b6.png,8.5,0.4,น้ำ ดิน
194,นูโอ,193,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/695f16aee44c5436f2bd003f8f1ab1100cdf5383.png,75,1.4,น้ำ ดิน
195,เอฟี,194,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c2d8c73ae839798f984fb381043ff9b274a03406.png,26.5,0.9,พลังจิต
196,แบล็กกี,195,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7d3c898aeb5a230d279fdb610748e07dd2ba8a40.png,27,1,ความมืด
197,ยามิคาราซึ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6849382bee6f0be5495fe96c03d86ddf7decc963.png,2.1,0.5,ความมืด บิน
198,ยาโดคิง,197,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/31aa203eeae4980dfcce57f2e1316406683a4774.png,79.5,2,น้ำ พลังจิต
199,มูมา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b191b64618b8edb44a2f23a43be93d9edc066af9.png,1,0.7,ผี
200,อันโนน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fefb6743a3fd8483fe5686ad1ff01a5c9019bed0.png,5,0.5,พลังจิต
201,โซนานส์,200,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0f94860cb73755f14d3930eeda4117f6d196c336.png,28.5,1.3,พลังจิต
202,คิรินริกิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2182d28133c986d950b630f5a43236bb0f08faf7.png,41.5,1.5,ปกติ พลังจิต
203,คุนุกิดามะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/22a2254aebb989278195adf314fbf64aed36d67e.png,7.2,0.6,แมลง
204,ฟอเรทอส,203,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/77c8376d8d1621b06af93a734d7aefcd19178485.png,125.8,1.2,แมลง โลหะ
205,โนก็อจจิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d9f11b641b3c9225def14f64fa8124b102e0066e.png,14,1.5,ปกติ
206,ไกลกา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9a88e8d66a56b5682ff3bcab0abee0257f6e990d.png,64.8,1.1,ดิน บิน
207,ฮากาเนล,206,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/47aeb3e1d1ff57e2d791882d9d4252a24bb2ad0d.png,400,9.2,โลหะ ดิน
208,บูล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7cba1a134a26246be1a42a136ade9e48209ba3e8.png,7.8,0.6,แฟรี่
209,แกรนบูล,208,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/15265c73c53e1b19646fbf9cab53b896bc0b7383.png,48.7,1.4,แฟรี่
210,ฮารีเซน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fbe27663874b2252d195898ea6ed6996db6781e6.png,3.9,0.5,น้ำ พิษ
211,ฮัซซัม,210,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/00f9b6fc77b07974b842263e7077e8381edaec55.png,118,1.8,แมลง โลหะ
212,สึโบสึโบะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/15634187ca4adda870c98f3e946eb5c65d035332.png,20.5,0.6,แมลง หิน
213,เฮราครอส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ee7414ca8181a0f52a87928daa9884dedcba9fb1.png,54,1.5,แมลง ต่อสู้
214,นิวลา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f6aa8ba86641d37951e957c98ca24852415eaa79.png,28,0.9,ความมืด น้ำแข็ง
215,ฮิเมกุมะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/cfc46c413c96ee522461bc07fcaf0e52a1cefded.png,8.8,0.6,ปกติ
216,ริงกุมะ,215,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/84d5dfac179b1165400bced3fb26d6efe941db8e.png,125.8,1.8,ปกติ
217,มักแม็ก,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2464897cf0117a088c44f79d3b38d3a0c7cdf1c1.png,35,0.7,ไฟ
218,มักคาร์โก,217,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f2c7684047094bb7669c1ef4070475ada8ed6d25.png,55,0.8,ไฟ หิน
219,อุริมู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fd50130cf69a3b355666f6534cd14c0d648a8500.png,6.5,0.4,น้ำแข็ง ดิน
220,อิโนมู,219,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/30144ab2b19d163a8c4cb1f5f2da76fab216705f.png,55.8,1.1,น้ำแข็ง ดิน
221,ซันนีโก,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fed93acdbe2d4fdf4677c55c4964128a54711d7d.png,5,0.6,น้ำ หิน
222,เทปโปโอ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/4edd69e79aacbd95a49517b11198ad37f86b9ccf.png,12,0.6,น้ำ
223,ออคตัน,222,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/40698c62ba96d60aa0edb2672c444b7da05a6f8f.png,28.5,0.9,น้ำ
224,เดลิเบิร์ด,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3070d20fbfdfe27e849f36fc29bb120c6e98f8a1.png,16,0.9,น้ำแข็ง บิน
225,แมนไทน์,224,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ff171798dc7c58cacc6fb5a1072e3027ac630402.png,220,2.1,น้ำ บิน
226,แอร์มุโด,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bd1928522605553c6a669e8f32a8de3fdcc8a315.png,50.5,1.7,โลหะ บิน
227,เดลวิล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d035645f7b74a36eb0ab22c453244c54d432d412.png,10.8,0.6,ความมืด ไฟ
228,เฮลการ์,227,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/13586581e62759dc41f668168c9f51c9a75c9356.png,35,1.4,ความมืด ไฟ
229,คิงดรา,228,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/dcebc814b47a66f6af995293c4c9703510f3203c.png,152,1.8,น้ำ มังกร
230,โกมาโซ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/43e554fc9e1f4b2abe8ad1d142b68d74e16223a1.png,33.5,0.5,ดิน
231,ดอนแฟน,230,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e3e47319f8e791fd35559c75f552ceb36d6a141f.png,120,1.1,ดิน
232,โพรีกอน2,231,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e0cf20200e19405d7cffd0940e0380f5725e0451.png,32.5,0.6,ปกติ
233,โอโดชิชิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/508351880e80ddb6603147396172f87a86d53988.png,71.2,1.4,ปกติ
234,โดเบิล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a5f9a095f4598f63d6092a077c765e1839687707.png,58,1.2,ปกติ
235,บัลกี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/dac21223589cec6f966b60aca69116f34d29e904.png,21,0.7,ต่อสู้
236,คาโพเอลาร์,235,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bdedd5abef36cedc665b7f8fd63c8ce103444b54.png,48,1.4,ต่อสู้
237,มุจูล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/17973f54d105d192a89f202f32d4338cda0e2738.png,6,0.4,น้ำแข็ง พลังจิต
238,เอเลคิด,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e827edb2bf8db22caea14f21da3469a1d7173844.png,23.5,0.6,ไฟฟ้า
239,บูบี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/280744894a29f2990909bf6f8f50d07c2cababbd.png,21.4,0.7,ไฟ
240,มิลแทงค์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e22a57632e83045e3c510f2f31dbb0f249c61a34.png,75.5,1.2,ปกติ
241,แฮปปีนาส,240,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2ea9c95fc5631b6f3c053994398ecff332b40e56.png,46.8,1.5,ปกติ
242,ไรโค,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c1261aabc35a32d67c08bcaea12c4c879ea2aff3.png,178,1.9,ไฟฟ้า
243,เอ็นเต,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/967b76092000c899bf62b7c15a2e9e6827f5e304.png,198,2.1,ไฟ
244,ซุยคูน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2de9e74170ed9d1aac76d9d87ea578d76e5baa0a.png,187,2,น้ำ
245,โยกิราส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9d882f56b195135b492a494c2136928aabd00395.png,72,0.6,หิน ดิน
246,ซานากิราส,245,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c82e383cc71b7f58078692a9611c6134bbdbaca5.png,152,1.2,หิน ดิน
247,บันกิราส,246,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9fbe8d7d76096b418aa495e0ceb6e284e612a081.png,202,2,หิน ความมืด
248,ลูเกีย,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/44708bc0531c717525ca3fc2bc92baf00c59de75.png,216,5.2,พลังจิต บิน
249,โฮโอ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/76401a64fd7bc07a3476b288e29f91b7966e5ed0.png,199,3.8,ไฟ บิน
250,เซเลบี,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/af204c2381a4d78eae3f801521137bbf63ffd944.png,5,0.6,พลังจิต หญ้า
251,คิโมริ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e09cc249c929843514abac5c9fbd644ede62e5b2.png,5,0.5,หญ้า
252,จุปไทล์,251,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/85e9e0a83a2281527cbdb9d0a151e53881ba716b.png,21.6,0.9,หญ้า
253,จูไคน์,252,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/d39f0f1df713e8e0199cc72e8cf7af47cd5a5855.png,52.2,1.7,หญ้า
254,อาชาโม,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/5903561fb10a3c625a06c2e01d44faff8946d398.png,2.5,0.4,ไฟ
255,วาคาชาโม,254,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f8ec5dcba640056246a9b80ca0474d64f08e743b.png,19.5,0.9,ไฟ ต่อสู้
256,บาชาโม,255,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/947ff39f80129baca28d55a25cda84dc47087ecd.png,52,1.9,ไฟ ต่อสู้
257,มิซึโกโร,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/33b32e8a93e55cbb39d07fa08f6bf183013572bc.png,7.6,0.4,น้ำ
258,นูมาโคร,257,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/5018f4ca271afb8a95528a2cb8b30d765dc00627.png,28,0.7,น้ำ ดิน
259,ลากลาจ,258,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/913d9d8024c8f4ba1f9d22ae8ba0e7b0bd4bf77e.png,81.9,1.5,น้ำ ดิน
260,โปชิเอนา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/07f7dfe943112a1c0e38be9fae7ffd6330637dc6.png,13.6,0.5,ความมืด
261,กราเอนา,260,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c5e61e356be7f909b01f9876101300567f11f76c.png,37,1,ความมืด
262,จิกุซากุมะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1dc1c0b84985b9ccb9fea189dfa4e3c5ded56c71.png,17.5,0.4,ปกติ
263,มัสสึกุมะ,262,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6613011ef43e2f824fe1b6d15c711e7a83bf7da9.png,32.5,0.5,ปกติ
264,เคมุตโสะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/9bfcec414eb2ebb6cbc79e29f03f13fcd69fcb20.png,3.6,0.3,แมลง
265,คาราซาลิส,264,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b599bf87caad47845cd9551000d5425465a32ed8.png,10,0.6,แมลง
266,อาเกฮันท์,265,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fc5b91d5ab9164d29ed8e39dc042894dcdb8f557.png,28.4,1,แมลง บิน
267,มายูลด์,266,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2baa4691e20d513e789c4d16be1a59cce584b53a.png,11.5,0.7,แมลง
268,โดคุเคล,267,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/8b16c85225f33c702e66e09f31f8afa77237c255.png,31.6,1.2,แมลง พิษ
269,ฮาซึโบ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0a143ce04509eae43e5e91277eddf2939b4ba80f.png,2.6,0.5,น้ำ หญ้า
270,ฮาซึเบรโร,269,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/34c6a830a8bf6416149bb08103b30217e3db8a97.png,32.5,1.2,น้ำ หญ้า
271,รุนปัปปา,270,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/a7a8b9c0b9b71013143e1de566457f6901118b2e.png,55,1.5,น้ำ หญ้า
272,ทาเนโบ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/0496bf6b13e163870cf4122c770e5bfd6729b29e.png,4,0.5,หญ้า
273,โคโนฮานะ,272,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bb200583abae1e469215744c859ee3e6403b7e6d.png,28,1,หญ้า ความมืด
274,ดาเทนกุ,273,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/752f3246c2ee7d729ab6caeec6a13542902e0ef4.png,59.6,1.3,หญ้า ความมืด
275,สึบาเมะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/44e8c7a3a24251a240fc9d4a764b7a561b08d02c.png,2.3,0.3,ปกติ บิน
276,โอโอสึบาเมะ,275,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e8429346c393f7bbb55eb05f1049c8eba3dc73a3.png,19.8,0.7,ปกติ บิน
277,คาโมเมะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b23c968296c1b62d6b36bdbbdca00fe31aa71456.png,9.5,0.6,น้ำ บิน
278,เพลิปเปอร์,277,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/7c464b5870010c09f605c00e1589cacd1463335b.png,28,1.2,น้ำ บิน
279,ราลทซ์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f03985b3592de4c132f47ea359f8e700f86f1a3b.png,6.6,0.4,พลังจิต แฟรี่
280,เคอเรีย,279,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/581324fb829bc344584a92e7443b759146fdeda0.png,20.2,0.8,พลังจิต แฟรี่
281,เซอไนท์,280,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/bc3d0b23c6c391470d9f4f37e7f8882a55a74da8.png,48.4,1.6,พลังจิต แฟรี่
282,อาเมทามะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/db6699b1299a5ddc6fac072521e6a7af5608b4b8.png,1.7,0.5,แมลง น้ำ
283,อาเมมอธ,282,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/12c31be9dcf1bfc481fd2c4a51af3a5b07bd4ed4.png,3.6,0.8,แมลง บิน
284,คิโนโคโค,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/40b5abece6dc9e699df8186077425bd76e0af9b1.png,4.5,0.4,หญ้า
285,คิโนกัซซา,284,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3aa8c625ee9c1d0dee559a73d8d4ea455aaea785.png,39.2,1.2,หญ้า ต่อสู้
286,นามาเคโร,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/25ecd635b6ac9803e574229c886ede9a2f1fbd38.png,24,0.8,ปกติ
287,ยารุคิโมโนะ,286,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e47866fb565a6326a380e7d28387d29306a9a23f.png,46.5,1.4,ปกติ
288,เค็คคิง,287,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/706c8f11741c23d1fe770bfaa46d57b7c424522c.png,130.5,2,ปกติ
289,สึจินิน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/37fa1f22e8e92f938fb29efce57ba58100e88eba.png,5.5,0.5,แมลง ดิน
290,เท็คคานิน,289,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e2e8dd2e56438f24777a0e35d3578a90650cd911.png,12,0.8,แมลง บิน
291,นูเคนิน,290,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/850c05d9fe18acb5bdb2ea553866d02e20077945.png,1.2,0.8,แมลง ผี
292,โกเนียวเนียว,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/317425bdb3ad33c3d6b35fbd2622cc34ec24f525.png,16.3,0.6,ปกติ
293,โดกอม,292,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/01aaefd3d17c873253e4fbfbee5454f3b33e3544.png,40.5,1,ปกติ
294,บาคุองก์,293,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3ed66e5f66b0cae2e3334e50b4dddc8df01c48d5.png,84,1.5,ปกติ
295,มาคุโนชิตะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/afb1e8613ddbbb67651e34b2977d79adcc9867b6.png,86.4,1,ต่อสู้
296,ฮาริเทยามะ,295,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3f8fdd2c376fdbe4b6ad58d2718b45037bf1bca1.png,253.8,2.3,ต่อสู้
297,รูริริ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ade062c9da7639429267dd29d9e093edc88c7e82.png,2,0.2,ปกติ แฟรี่
298,โนซพาส,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fd64e4090e0985ef6ee49f5deccc1243987d71e2.png,97,1,หิน
299,เอเนโค,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/52d8028278c9f61be39821b39ecb0e5fdaf437fa.png,11,0.6,ปกติ
300,เอเนโคโรโระ,299,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/2e210c674cc59abdcfef8561d4008bf6a0714746.png,32.6,1.1,ปกติ
301,ยามิรามิ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/fa0be236a62823ea2f16dfe75b68dd597cf316ad.png,11,0.5,ความมืด ผี
302,คูชีท,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/889dc12582d38d6858844fc6820fc5663b6c11c4.png,11.5,0.6,โลหะ แฟรี่
303,โคโคโดรา,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/ff57836104f21864d9c6b73460292e4ebbdd1950.png,60,0.4,โลหะ หิน
304,โคโดรา,303,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/35cc921be4c5981676eaadfb35236eb59afe7160.png,120,0.9,โลหะ หิน
305,บอสโกโดรา,304,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c83c6d2b5959dcaa2c83f8d55613b4cabd2d7361.png,360,2.1,โลหะ หิน
306,อาซานัน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/3e18d8d058e1e401c5863d031a63778ff7fad255.png,11.2,0.6,ต่อสู้ พลังจิต
307,ชาเรม,306,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/22277aef9f552d52589f1485cbb139ffc6754030.png,31.5,1.3,ต่อสู้ พลังจิต
308,ราคุไร,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/e516fbd2badb639de2f6b4f06628c8652df0bfaf.png,15.2,0.6,ไฟฟ้า
309,ไลโวลต์,308,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/72dc1c948d1d1d1661c1f2135e5d0c084fc39ee6.png,40.2,1.5,ไฟฟ้า
310,พราเซิล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f82fd557ce114e76004cbf6114660cb5908222c7.png,4.2,0.4,ไฟฟ้า
311,ไมนัน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/317110bc394b29a1b4e783f000a3150ca54af50d.png,4.2,0.4,ไฟฟ้า
312,บารูบีท,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/36e87722b0ac2cc117c7fbb61f9176cc9fefb760.png,17.7,0.7,แมลง
313,อิลูมิเซะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6e589fd8b0a08203c0cc934f4b80735a7d23c424.png,17.7,0.6,แมลง
314,โรเซเลีย,313,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/eb1a308886e9b0a734eb27cb2f2740c0632b56c5.png,2,0.3,หญ้า พิษ
315,โกคูลิน,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1850cb4846961e0db1adcfd58ec2b9e56f8a262a.png,10.3,0.4,พิษ
316,มารุโนม,315,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/b088de672c6d701013eae99356e28be0d34e75e7.png,80,1.7,พิษ
317,คิบาเนีย,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/c30bd2eece3f4b999be082bfd49eb00a9b97110b.png,20.8,0.8,น้ำ ความมืด
318,ซาเมฮาเดอร์,317,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1772155ca13336ff64240c06257f1547dea9e72e.png,88.8,1.8,น้ำ ความมืด
319,เวลโกะ,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/1e371b9b7d30fbb2e06b808ae490e8b2bd27477b.png,130,2,น้ำ
320,เวลโอ,319,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/59f7cf285bda532a39de3040f20ef6fed6c23c6d.png,398,14.5,น้ำ
321,ดอนเมล,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f0ce0f0c4ab180ab790d03a0b8dceb9925ec3c9d.png,24,0.7,ไฟ ดิน
322,บาคูดา,321,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/6ef26ba0948b71b449df47a73da48d60e7df88bf.png,220,1.9,ไฟ ดิน
323,โคทอยซ์,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f838f5040357a632ffd49172e050e279da79aebb.png,80.4,0.5,ไฟ
324,บาเนบู,null,https://th.portal-pokemon.com/play/resources/pokedex/img/pm/f344077453ed49553a75c8c6e12409e4b86d39ee.png,30.6,0.7,พลังจิต
